Category,Front,Back,Pronunciation,PartOfSpeech,Difficulty,Example,Tags
Shopping & Money,Pharmacy,એક દુકાન જ્યાં દવાઓ અને આરોગ્ય સંબંધી ઉત્પાદનો વેચાય છે.,ફાર્મસી,noun,Intermediate,Pick up my prescription from the pharmacy.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Flea market,એક ખુલ્લું બજાર જ્યાં લોકો સસ્તા ભાવે જૂની ચીજો વેચે છે.,ફ્લી માર્કેટ,noun phrase,Intermediate,I found antique coins at the flea market.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Convenience store,એક નાની દુકાન જે લાંબા સમય સુધી ખુલ્લી રહે અને રોજની જરૂરી ચીજો વેચે.,કન્વીનિયન્સ સ્ટોર,noun phrase,Intermediate,I grabbed a snack from the convenience store.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Department store,એક મોટી દુકાન જ્યાં જુદા-જુદા પ્રકારની ચીજો માટે અલગ-અલગ વિભાગ હોય.,ડિપાર્ટમેન્ટ સ્ટોર,noun phrase,Intermediate,We bought furniture from the department store.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Wholesale market,"એક બજાર જ્યાં ઘણો મોટો જથ્થો ઓછા ભાવે, ખાસ કરીને વેપારીઓને, વેચાય છે.",હોલસેલ માર્કેટ,noun phrase,Intermediate,Shopkeepers buy goods from the wholesale market.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Outlet store,એક દુકાન જ્યાં ઉત્પાદક સીધા ઘટાડેલા ભાવે ઉત્પાદનો વેચે છે.,આઉટલેટ સ્ટોર,noun phrase,Intermediate,I bought branded shoes from the outlet store.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Pawnshop,એક દુકાન જ્યાં ઘરેણા જેવી કીમતી વસ્તુ ગિરવી મૂકીને પૈસા ઉધાર મળે છે.,પૉનશૉપ,noun,Advanced,He pawned his watch at the pawnshop.,Shopping_&_Money; Types_of_Shops; Advanced
Shopping & Money,Thrift store,"એક દુકાન જ્યાં ઉપયોગ થઈ ગયેલ ચીજો વેચાય છે, ઘણી વખત ધર્માદો સંસ્થા ચલાવે.",થ્રિફ્ટ સ્ટોર,noun phrase,Intermediate,She found a vintage jacket at the thrift store.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Auction house,એક સ્થળ જ્યાં ચીજો જાહેર હરાજી દ્વારા સૌથી વધુ ભાવ આપનારને વેચાય.,ઑક્શન હાઉસ,noun phrase,Advanced,The painting sold for millions at the auction house.,Shopping_&_Money; Types_of_Shops; Advanced
Shopping & Money,Florist,એક વ્યક્તિ અથવા દુકાન જ્યાં ફૂલ અને ફૂલ સજાવટ વેચાય છે.,ફ્લોરિસ્ટ,noun,Intermediate,She ordered a bouquet from the florist.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Stationery shop,"એક દુકાન જ્યાં કાગળ, પેન, ઑફિસ સ્ટેશનરી અને લખવા-ભણવાની ચીજો મળે.",સ્ટેશનરી શૉપ,noun phrase,Intermediate,She bought notebooks from the stationery shop.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Delicatessen,"એક દુકાન જ્યાં રાંધેલ માંસ, ચીઝ અને તૈયાર ખાસ ખોરાક મળે છે.",ડેલિકેટેસન,noun,Advanced,He bought smoked salmon from the delicatessen.,Shopping_&_Money; Types_of_Shops; Advanced
Shopping & Money,Hardware store,"એક દુકાન જ્યાં સાધનો, બાંધકામ સામગ્રી અને ઘર સુધારણાની ચીજો મળે.",હાર્ડવેર સ્ટોર,noun phrase,Intermediate,Dad went to the hardware store to buy nails.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Bookstore,એક દુકાન જ્યાં પુસ્તકો વેચાય છે.,બૂકસ્ટોર,noun,Intermediate,She spent hours browsing the bookstore.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Jewellery shop,"એક દુકાน જ્યાં વીંટી, હાર, બંગડી અને અન્ય ઘરેણા વેચાય છે.",જ્વેલરી શૉપ,noun phrase,Intermediate,She bought gold earrings from the jewellery shop.,Shopping_&_Money; Types_of_Shops; Intermediate
Shopping & Money,Bargain,"ઓછી કિંમતે ખરીદાયેલ ચીજ, અથવા ભાવ ઘટાડવા માટે વાટાઘાટ કરવી.",બાર્ગેઇન,noun/verb,Intermediate,This jacket was a real bargain at half price.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Purchase,કંઈ ખરીદવું; અથવા ખરીદીની ક્રિયા.,પર્ચેઝ,noun/verb,Intermediate,She made a purchase at the online store.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Vendor,એક વ્યક્તિ અથવા કંપની જે ચીજો અથવા સેવાઓ વેચે છે.,વેન્ડર,noun,Intermediate,The street vendor sells fresh fruit every morning.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Receipt,ખરીદી માટે ચૂકવણીની પુષ્ટિ આપતો લખિત અથવા છાપેલ કાગળ.,રિસીટ,noun,Intermediate,Can I have a receipt for this purchase?,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Refund,ગ્રાહક ચીજ પરત કરે અથવા સેવા રદ કરે ત્યારે પાછા અપાતા પૈસા.,રિફંડ,noun/verb,Intermediate,I asked for a refund because the item was defective.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Exchange,એક ચીજ આપીને બીજી લેવી; ખરીદેલ ઉત્પાદ બદલાવવું.,એક્સ્ચેન્જ,noun/verb,Intermediate,Can I exchange this shirt for a larger size?,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Wholesale,"ઓછા ભાવે મોટા જથ્થામાં ચીજો વેચવી, ખાસ કરીને દુકાનદારોને.",હોલસેલ,noun/adjective,Intermediate,She buys fabric wholesale for her boutique.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Retail,વ્યક્તિગત ગ્રાહકોને નાની માત્રામાં ચીજો વેચવી.,રિટેઇલ,noun/adjective,Intermediate,"The retail price of this phone is ₹15,000.",Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Haggle,ખાસ કરીને બજારમાં ભાવ ઘટાડવા માટે ઝઘડો/વાટાઘાટ કરવી.,હૅગલ,verb,Intermediate,She haggled the price down by 30%.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Bid,હરાજી અથવા સ્પર્ધામાં ચોક્કસ ભાવ ઑફર કરવો.,બિડ,noun/verb,Intermediate,"She placed a bid of ₹5,000 on the antique vase.",Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Invoice,"વેચનાર દ્વારા ખરીદનારને મોકલવામાં આવેલ કાગળ, જેમાં ચીજો અને ચૂકવવાની રકમ હોય.",ઇન્વૉઇસ,noun,Intermediate,Please send the invoice by email.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Consignment,"માલ માલિક વતી વેચવા માટે વેચનારને મોકલવો, વેચ્યા પછી ચૂકવણી.",કન્સાઇન્મેન્ટ,noun,Advanced,She sells clothes on consignment at the boutique.,Shopping_&_Money; Buying_&_Selling; Advanced
Shopping & Money,Markdown,"ઉત્પાદનની કિંમત ઘટાડવી, ઘણી વખત સ્ટૉક ખાલી કરવા.",માર્કડાઉન,noun/verb,Intermediate,The store offered a 40% markdown on winter coats.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Markup,"ચીજની કિંમત ઉપર ઉમેરાયેલ રકમ, ખર્ચ અને નફો આવરવા.",માર્કઅપ,noun,Intermediate,Luxury brands have a very high markup.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Surplus,જરૂર કરતા વધારે ઉત્પાદન અથવા સ્ટૉક.,સર્પ્લસ,noun/adjective,Intermediate,The store has a surplus of summer clothes.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Inventory,એક વ્યવસાયમાં ઉપલબ્ધ ચીજોની સંપૂર્ણ યાદી.,ઇન્વેન્ટ્રી,noun,Intermediate,The manager did an inventory check this morning.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Return,"ખરીદેલ ચીજ દુકાને પાછી આપવી, ઘણી વખત રિફંડ અથવા બદલી માટે.",રિટર્ન,noun/verb,Intermediate,I need to return these shoes; they don't fit.,Shopping_&_Money; Buying_&_Selling; Intermediate
Shopping & Money,Price tag,ઉત્પાદ ઉપર લગાડેલ ટૅગ જે ભાવ દર્શાવે.,પ્રાઇસ ટૅગ,noun,Intermediate,Always check the price tag before buying.,Shopping_&_Money; Prices_&_Bargaining; Intermediate
Shopping & Money,Discount,ચીજની સામાન્ย કિંમતમાં ઘટાડો.,ડિસ્કાઉન્ટ,noun/verb,Intermediate,The shop offered a 20% discount on all items.,Shopping_&_Money; Prices_&_Bargaining; Intermediate
